,student_id,minutes_watched,engagement_quizzes,engagement_exams,engagement_lessons
2889,264338,0.1,0,0,1
2890,264339,35.9,1,0,1
2891,264342,46.4,0,0,1
2892,264344,24.7,3,0,5
2893,264346,33.0,1,0,3
2894,264347,278.7,5,3,6
2895,264348,144.1,1,2,14
2896,264349,0.7,0,0,1
2897,264350,2.2,0,0,1
2898,264351,7.6,1,0,1
2899,264354,17.400000000000002,1,0,3
2900,264355,0.1,0,0,1
2901,264358,10.9,1,0,2
2902,264360,0.5,0,0,1
2903,264361,2628.0,14,13,23
2904,264363,0.4,0,0,1
2905,264364,3.4,0,0,1
2906,264366,58.1,2,0,4
2907,264367,0.3,0,0,1
2908,264368,45.3,2,0,7
2909,264369,9.2,1,1,1
2910,264370,0.4,0,0,1
2911,264371,4.7,0,0,2
2912,264382,4.1,0,0,1
2913,264383,0.1,0,0,1
2914,264386,3.1,0,0,1
2915,264387,7.7,0,0,1
2916,264388,112.8,1,0,2
2917,264391,34.8,1,0,2
2918,264392,14.5,0,0,1
2919,264397,0.4,0,0,1
2920,264398,1.2,0,0,1
2921,264400,936.5,24,11,42
2922,264402,22.8,0,0,1
2923,264404,1391.1,32,8,73
2924,264406,0.2,0,0,1
2925,264411,0.2,0,0,1
2926,264413,0.9,0,0,1
2927,264415,1.6,0,0,1
2928,264416,8.1,0,0,1
2929,264417,9.5,0,0,2
2930,264418,30.3,0,1,1
2931,264421,1.8,0,0,1
2932,264423,7.6,0,0,1
2933,264425,1613.7,22,6,49
2934,264430,55.5,2,0,2
2935,264432,6.3,0,0,1
2936,264433,0.4,0,0,2
2937,264434,0.4,0,0,1
2938,264436,43.2,1,0,2
2939,264437,0.4,0,0,1
2940,264439,34.3,1,0,4
2941,264441,5.1,0,0,1
2942,264442,97.60000000000001,2,1,2
2943,264444,5.5,0,0,1
2944,264451,0.4,0,0,1
2945,264452,0.1,0,0,1
2946,264454,1.3,0,0,1
2947,264455,43.2,1,1,1
2948,264457,3.4,0,0,1
2949,264459,1.5,0,0,1
2950,264464,0.6,0,0,1
2951,264467,16.7,0,1,2
2952,264468,0.2,0,0,1
2953,264469,1.2,0,0,1
2954,264471,47.5,1,1,1
2955,264472,550.3,8,3,20
2956,264474,3.9,0,0,2
2957,264475,9.0,1,0,1
2958,264476,1866.7,12,8,43
2959,264478,1.0,0,0,1
2960,264480,0.2,0,0,1
2961,264481,0.7,0,0,1
2962,264489,27.6,1,0,2
2963,264491,3.0,0,0,2
2964,264493,10.6,0,0,1
2965,264497,7.8,1,0,1
2966,264499,20.799999999999997,0,0,2
2967,264501,6.5,0,0,1
2968,264502,128.6,4,2,5
2969,264507,1.1,0,0,1
2970,264508,0.3,0,0,1
2971,264511,8.0,0,0,1
2972,264513,113.5,1,2,3
2973,264514,2616.6,13,16,28
2974,264519,30.6,0,1,1
2975,264522,100.8,1,0,4
2976,264523,1.2,1,0,1
2977,264526,0.3,0,0,1
2978,264531,25.5,0,0,2
2979,264533,35.9,3,1,3
2980,264537,7.6,0,0,1
2981,264538,175.3,3,0,4
2982,264539,13.3,0,0,1
2983,264543,9.9,0,0,1
2984,264544,20.5,1,0,1
2985,264547,0.7,0,0,1
2986,264548,0.3,0,0,1
2987,264549,748.1,8,2,17
2988,264552,67.5,3,0,5
2989,264556,19.099999999999998,1,0,3
2990,264557,1.6,0,0,1
2991,264559,0.3,0,0,1
2992,264563,219.5,7,0,11
2993,264565,2.0,0,0,1
2994,264568,1.2,0,0,1
2995,264572,875.9,13,9,19
2996,264575,0.3,0,0,1
2997,264580,0.6,0,0,1
2998,264581,54.2,2,0,3
2999,264588,0.1,0,0,1
3000,264590,0.1,0,0,1
3001,264593,6.6000000000000005,1,0,2
3002,264594,116.6,0,2,8
3003,264595,15.0,0,0,1
3004,264598,0.1,0,0,1
3005,264600,55.9,1,0,1
3006,264602,0.8,0,0,1
3007,264603,3.6,1,0,1
3008,264605,167.3,3,2,4
3009,264606,16.2,1,0,1
3010,264608,1.1,0,0,2
3011,264612,0.5,0,0,1
3012,264613,0.1,1,0,1
3013,264615,0.1,0,0,1
3014,264616,0.4,1,0,1
3015,264618,0.1,0,0,1
3016,264621,18.3,0,0,2
3017,264623,1244.0,6,14,30
3018,264625,0.9,0,0,1
3019,264627,17.3,1,0,1
3020,264628,0.4,0,0,2
3021,264629,52.7,0,0,4
3022,264630,0.1,0,0,1
3023,264631,13.9,1,0,1
3024,264633,0.3,1,0,1
3025,264634,1.0,0,0,1
3026,264637,487.9,12,5,21
3027,264639,0.6,0,0,1
3028,264640,7.3,0,0,1
3029,264641,37.6,1,0,1
3030,264642,44.4,1,1,1
3031,264645,1.4,0,0,1
3032,264648,3.6,0,0,1
3033,264649,5.3,0,0,1
3034,264650,0.3,0,0,1
3035,264651,28.0,1,0,1
3036,264652,1.2,0,0,2
3037,264653,10.1,1,0,3
3038,264654,4.0,0,0,1
3039,264655,189.0,0,2,2
3040,264656,1.0,0,0,1
3041,264662,16.7,1,0,1
3042,264663,28.2,1,0,1
3043,264664,12.0,0,0,1
3044,264667,83.8,6,1,8
3045,264671,18.7,1,0,1
3046,264675,45.0,1,1,1
3047,264676,1.1,0,0,1
3048,264677,124.5,2,1,2
3049,264678,1.2,0,0,1
3050,264679,41.8,2,0,3
3051,264682,0.7,0,0,1
3052,264684,1118.3,20,11,37
3053,264685,7.7,0,0,1
3054,264686,10.3,1,0,1
3055,264687,494.90000000000003,4,5,13
3056,264688,0.3,0,0,1
3057,264689,54.1,2,0,3
3058,264690,0.6,0,0,1
3059,264693,63.300000000000004,4,0,4
3060,264694,3567.7,11,11,12
3061,264695,34.6,2,0,5
3062,264696,514.0,8,6,16
3063,264697,41.8,2,0,3
3064,264698,58.2,2,0,2
3065,264699,353.3,2,2,15
3066,264700,25.8,1,0,3
3067,264701,19.0,1,0,1
3068,264706,20.700000000000003,1,1,2
3069,264708,0.2,0,0,1
3070,264710,13.3,0,0,1
3071,264711,16.6,1,0,1
3072,264714,45.099999999999994,1,0,2
3073,264720,19.3,1,0,2
3074,264722,2.5,0,0,2
3075,264723,154.8,0,0,4
3076,264727,16.3,0,1,3
3077,264728,45.199999999999996,0,1,2
3078,264729,5.4,0,0,2
3079,264730,8.5,0,0,1
3080,264731,39.9,0,0,2
3081,264732,726.3,6,5,15
3082,264733,1.8,0,0,1
3083,264734,13.5,0,0,1
3084,264736,2.2,0,0,1
3085,264738,1.0,0,0,2
3086,264739,1.2,0,0,1
3087,264741,6.4,1,0,1
3088,264742,13.6,1,0,1
3089,264743,0.8,0,0,1
3090,264744,43.6,2,0,7
3091,264745,73.0,0,0,1
3092,264746,1021.7,6,5,24
3093,264750,51.5,2,0,3
3094,264756,10.3,1,0,1
3095,264759,8.8,1,0,1
3096,264761,2072.5,13,13,23
3097,264762,5.7,0,0,1
3098,264763,1.9,0,0,2
3099,264766,69.1,0,1,3
3100,264771,45.099999999999994,2,1,2
3101,264773,56.2,1,0,2
3102,264776,36.4,1,1,1
3103,264782,52.0,0,0,1
3104,264784,1.1,0,0,1
3105,264786,1.1,0,0,1
3106,264787,121.1,0,0,1
3107,264791,0.6,0,0,1
3108,264795,15.4,2,0,2
3109,264802,59.300000000000004,0,0,3
3110,264807,19.5,1,0,3
3111,264809,0.5,0,0,1
3112,264810,42.8,1,0,4
3113,264811,28.8,1,0,1
3114,264813,20.7,0,1,1
3115,264814,41.2,0,0,1
3116,264821,0.1,0,0,1
3117,264822,5.3,1,0,1
3118,264825,3.1,0,0,1
3119,264826,1877.2,8,13,38
3120,264828,91.2,1,0,4
3121,264829,0.4,0,0,1
3122,264831,147.1,3,1,9
3123,264835,1.2,0,0,1
3124,264840,42.2,2,1,2
3125,264841,53.8,1,0,2
3126,264843,207.0,1,2,5
3127,264846,2.7,0,0,1
3128,264848,0.1,0,0,1
3129,264850,0.9,0,0,1
3130,264851,10.0,0,0,1
3131,264856,219.39999999999998,7,3,9
3132,264860,3.4,0,0,1
3133,264861,65.60000000000001,2,0,3
3134,264862,20.7,1,0,1
3135,264866,24.2,0,0,1
3136,264867,169.50000000000003,1,2,4
3137,264871,0.30000000000000004,0,0,3
3138,264876,44.099999999999994,1,0,3
3139,264880,6.6,1,0,1
3140,264881,0.1,0,0,1
3141,264888,83.5,0,0,3
3142,264890,57.2,2,1,2
3143,264891,0.1,0,0,1
3144,264895,1.0,0,0,1
3145,264903,0.2,0,0,1
3146,264904,0.3,0,0,1
3147,264912,0.1,0,0,1
3148,264913,5.8,0,0,1
3149,264914,25.2,0,0,3
3150,264916,2698.5,14,21,32
3151,264921,14.9,1,0,1
3152,264922,28.1,0,0,2
3153,264923,10.1,0,0,1
3154,264924,22.9,1,0,4
3155,264926,0.1,0,0,1
3156,264928,1.7,0,0,1
3157,264929,25.7,0,0,1
3158,264930,1.7,0,0,1
3159,264931,62.900000000000006,0,0,5
3160,264932,1.3,0,0,1
3161,264934,66.4,3,1,4
3162,264936,0.8999999999999999,0,0,2
3163,264939,20.1,1,0,1
3164,264942,0.4,0,0,1
3165,264945,6.8,1,0,1
3166,264946,0.5,0,0,1
3167,264950,6.699999999999999,0,0,3
3168,264951,5.0,0,0,2
3169,264952,13.0,1,0,2
3170,264953,47.6,1,1,1
3171,264954,728.8,10,10,21
3172,264955,62.4,2,1,2
3173,264956,0.1,0,0,1
3174,264963,0.1,0,0,1
3175,264970,0.4,0,0,1
3176,264972,6.6,0,0,1
3177,264973,0.2,0,0,1
3178,264974,13.5,1,0,3
3179,264975,9.3,0,0,1
3180,264977,17.1,0,0,1
3181,264978,0.1,0,0,1
3182,264979,2.7,0,0,1
3183,264980,9.2,1,0,1
3184,264981,48.3,3,0,3
3185,264982,0.5,0,0,1
3186,264984,11.0,1,0,1
3187,264985,18.700000000000003,1,0,2
3188,264986,4.9,0,0,1
3189,264994,1.2,0,0,1
3190,264996,0.3,0,0,1
3191,264997,5.4,0,0,1
3192,264998,2.5,0,0,1
3193,265000,2.1,0,0,2
3194,265001,10.0,0,0,1
3195,265003,1155.7,3,6,18
3196,265004,0.1,0,0,1
3197,265005,547.3,6,5,12
3198,265013,25.8,0,0,1
3199,265015,39.2,1,0,4
3200,265020,0.6,0,0,1
3201,265021,1.1,0,0,1
3202,265022,0.30000000000000004,0,0,2
3203,265023,328.0,2,5,7
3204,265024,15.5,1,0,1
3205,265025,220.5,6,1,9
3206,265027,29.8,0,1,4
3207,265028,18.5,0,0,3
3208,265030,6.5,1,0,1
3209,265031,5.9,0,0,2
3210,265032,12.1,1,1,1
3211,265036,6.5,0,0,1
3212,265037,57.4,1,0,3
3213,265038,91.0,0,0,2
3214,265044,552.5,8,2,15
3215,265045,0.1,0,0,1
3216,265047,7.6,0,0,1
3217,265048,83.8,2,0,8
3218,265049,11.6,1,0,1
3219,265053,0.2,0,0,1
3220,265056,76.2,3,2,8
3221,265057,3.2,0,0,1
3222,265058,9.6,1,0,1
3223,265061,8.7,1,0,2
3224,265062,0.3,0,0,1
3225,265063,0.5,0,0,1
3226,265064,0.7,0,0,1
3227,265065,84.69999999999999,2,2,6
3228,265067,26.200000000000003,1,0,2
3229,265068,10.2,1,0,1
3230,265069,25.5,0,0,1
3231,265075,0.1,0,0,1
3232,265076,1.5,0,0,1
3233,265077,294.6,5,0,10
3234,265078,1.2,0,0,1
3235,265082,77.6,0,1,4
3236,265084,0.4,0,0,1
3237,265085,6.6,1,0,1
3238,265086,0.9,0,0,1
3239,265087,1.0,0,0,1
3240,265088,10.4,1,0,1
3241,265089,11.2,1,0,1
3242,265090,45.0,3,2,4
3243,265092,2235.3,29,28,88
3244,265093,437.3,6,6,30
3245,265095,46.400000000000006,3,0,3
3246,265096,1.9,0,0,1
3247,265097,17.4,1,0,1
3248,265098,15.3,0,0,1
3249,265099,0.5,0,0,1
3250,265101,1362.2,24,13,76
3251,265102,41.3,1,0,1
3252,265103,1.3,0,0,1
3253,265106,64.4,4,0,5
3254,265107,27.5,2,0,2
3255,265109,0.3,0,0,1
3256,265110,1036.3,16,8,29
3257,265112,51.9,2,1,2
3258,265117,15.1,0,0,1
3259,265119,119.9,2,1,3
3260,265121,25.0,4,2,4
3261,265128,8.6,2,0,3
3262,265129,42.7,3,0,4
3263,265130,1464.1,4,9,11
3264,265132,28.3,0,0,4
3265,265133,40.5,1,0,2
3266,265134,2.8,0,0,1
3267,265137,0.2,0,0,2
3268,265139,7.6,0,0,1
3269,265141,0.7,0,0,1
3270,265142,9.399999999999999,0,0,2
3271,265143,9.5,0,0,1
3272,265144,0.3,0,0,1
3273,265145,7.2,0,0,1
3274,265147,437.9,7,1,9
3275,265148,39.6,3,0,7
3276,265149,22.7,0,0,1
3277,265150,0.5,0,0,1
3278,265151,6.6,0,0,1
3279,265153,34.6,0,0,1
3280,265154,13.1,1,0,1
3281,265155,0.5,0,0,1
3282,265158,43.9,1,0,1
3283,265159,26.6,2,0,2
3284,265162,3.3000000000000003,0,0,2
3285,265163,32.9,0,0,2
3286,265164,6.6,1,0,2
3287,265165,58.9,1,1,3
3288,265167,0.6,0,0,1
3289,265168,2.3,0,0,2
3290,265169,11.5,0,0,2
3291,265170,4.1,0,0,2
3292,265173,44.6,3,1,3
3293,265175,10.5,2,0,2
3294,265176,438.9,8,8,20
3295,265179,5.6,0,0,1
3296,265182,34.6,1,0,2
3297,265183,23.7,1,0,1
3298,265185,0.3,0,0,1
3299,265196,167.0,4,2,9
3300,265198,0.9,0,0,1
3301,265201,120.5,1,1,5
3302,265202,0.30000000000000004,1,0,2
3303,265204,6.5,0,0,5
3304,265205,2.7,0,0,1
3305,265206,0.2,0,0,1
3306,265209,6.5,1,0,1
3307,265210,250.5,6,1,9
3308,265211,1.4,0,0,1
3309,265212,10.4,0,0,2
3310,265213,0.3,1,0,1
3311,265217,0.4,0,0,1
3312,265218,348.8,6,5,7
3313,265219,94.5,2,1,2
3314,265220,0.2,0,0,1
3315,265221,0.5,0,0,1
3316,265224,0.3,0,0,1
3317,265225,1.3,0,0,1
3318,265229,109.0,4,0,4
3319,265230,24.0,0,0,2
3320,265233,24.400000000000002,1,0,2
3321,265234,39.1,1,1,2
3322,265235,7.7,0,0,1
3323,265236,3.6,0,0,2
3324,265237,1.2,0,0,1
3325,265238,64.3,1,1,1
3326,265241,34.900000000000006,3,0,3
3327,265242,0.2,0,0,1
3328,265244,1.4,0,0,1
3329,265249,1.8,0,0,1
3330,265250,2096.7,18,20,55
3331,265253,39.0,0,0,3
3332,265255,1.0,0,0,2
3333,265256,0.7,0,0,1
3334,265258,1.8,0,0,1
3335,265259,127.4,3,1,3
3336,265260,42.1,2,2,2
3337,265262,341.6,4,0,11
3338,265263,32.5,0,0,2
3339,265265,6.4,0,0,1
3340,265266,3.5,0,0,1
3341,265267,1.1,0,0,2
3342,265269,9.9,1,0,2
3343,265270,3.9,0,0,1
3344,265271,2.4,0,0,1
3345,265273,4.0,0,0,2
3346,265275,1.1,0,0,1
3347,265278,0.1,0,0,1
3348,265280,5.1,1,0,3
3349,265281,1.5,0,0,1
3350,265282,17.5,0,0,1
3351,265283,1.4,0,0,1
3352,265285,17.0,1,0,1
3353,265287,5.2,0,0,1
3354,265288,63.5,3,0,4
3355,265291,80.0,5,0,7
3356,265292,0.8,0,0,1
3357,265293,48.0,0,1,2
3358,265296,14.3,1,0,1
3359,265300,1.2,0,0,1
3360,265302,363.4,5,5,11
3361,265304,0.2,1,0,1
3362,265306,5.9,0,0,1
3363,265308,2.0,0,0,1
3364,265309,19.8,0,0,3
3365,265310,1484.9,18,8,41
3366,265312,1.1,0,0,1
3367,265314,1.0,0,0,1
3368,265315,0.3,0,0,1
3369,265316,107.4,3,1,4
3370,265317,984.6,19,7,30
3371,265318,0.9,0,0,1
3372,265319,1.3,0,0,1
3373,265322,1.0,0,0,1
3374,265323,13.6,0,0,1
3375,265328,966.1,0,0,4
3376,265330,40.7,0,0,1
3377,265333,69.0,2,0,2
3378,265334,6.3,1,0,1
3379,265337,1324.5,22,17,32
3380,265338,0.6,0,0,1
3381,265339,268.5,3,3,7
3382,265340,48.199999999999996,2,1,9
3383,265344,3.4,0,0,1
3384,265347,0.4,0,0,1
3385,265348,1.9,0,0,1
3386,265350,1.2,0,0,1
3387,265351,34.900000000000006,1,0,2
3388,265352,0.1,0,0,1
3389,265353,5.4,0,0,1
3390,265356,3.7,0,1,2
3391,265357,1.2,0,0,1
3392,265360,6.5,0,0,2
3393,265362,33.9,1,0,1
3394,265366,0.1,0,0,1
3395,265369,7.3,0,0,1
3396,265370,158.5,3,1,13
3397,265372,8.6,1,0,2
3398,265373,121.1,0,0,5
3399,265378,29.7,1,0,1
3400,265380,2.6,0,0,1
3401,265382,8.7,0,0,2
3402,265387,19.5,2,0,2
3403,265390,64.4,2,0,2
3404,265391,89.3,1,0,2
3405,265393,2.5,0,0,1
3406,265394,1.0,0,0,1
3407,265396,0.4,0,0,1
3408,265398,1.3,1,0,1
3409,265400,8.0,0,0,1
3410,265404,17.1,1,0,1
3411,265406,7.3,0,0,1
3412,265410,5.4,1,0,1
3413,265412,30.9,1,0,1
3414,265413,19.9,1,0,1
3415,265415,1710.8,19,25,54
3416,265418,4.4,0,0,1
3417,265419,43.3,2,0,3
3418,265420,0.1,0,0,1
3419,265424,131.8,7,3,7
3420,265427,0.2,0,0,1
3421,265429,0.7,0,0,1
3422,265431,1.4,0,0,1
3423,265432,0.4,0,0,1
3424,265434,6.3,0,0,1
3425,265435,16.0,0,0,1
3426,265436,27.7,3,1,4
3427,265437,31.099999999999998,2,0,4
3428,265438,10.7,0,0,1
3429,265439,1.1,0,0,1
3430,265441,2.2,0,0,1
3431,265444,36.300000000000004,0,0,2
3432,265446,42.3,0,0,1
3433,265447,56.2,1,2,1
3434,265448,11.1,1,0,1
3435,265449,565.3000000000001,18,2,26
3436,265452,21.0,1,0,2
3437,265453,58.8,2,1,3
3438,265456,31.8,1,0,1
3439,265457,75.4,4,0,5
3440,265461,10.5,1,0,1
3441,265462,233.1,5,2,10
3442,265464,23.1,0,1,1
3443,265468,3.5,0,0,1
3444,265469,9.9,1,0,1
3445,265471,11.8,0,0,1
3446,265472,10.0,1,0,1
3447,265474,45.8,0,0,1
3448,265475,52.0,0,0,1
3449,265477,46.7,1,1,2
3450,265478,23.799999999999997,2,0,2
3451,265479,19.6,1,0,1
3452,265480,0.1,0,0,1
3453,265481,0.9,0,0,1
3454,265483,78.5,2,0,3
3455,265487,10.8,0,0,2
3456,265488,33.5,2,0,2
3457,265489,36.4,1,0,12
3458,265495,0.5,0,0,1
3459,265506,308.5,0,3,4
3460,265511,2.2,0,0,1
3461,265514,10.4,1,0,1
3462,265516,0.5,0,0,1
3463,265517,6.4,0,0,1
3464,265519,1594.2,10,17,27
3465,265520,3.0,0,0,1
3466,265522,0.4,0,0,1
3467,265523,0.2,0,0,1
3468,265525,51.2,0,0,1
3469,265532,2.7,1,1,1
3470,265534,75.89999999999999,3,0,4
3471,265536,31.9,0,0,2
3472,265537,35.6,1,0,2
3473,265539,7.2,0,0,1
3474,265540,4.2,0,0,1
3475,265542,1.9,0,0,1
3476,265543,0.3,0,0,1
3477,265545,55.8,1,1,2
3478,265546,2.5,0,0,1
3479,265550,0.9,0,0,1
3480,265552,43.9,0,0,1
3481,265553,24.5,1,1,1
3482,265555,1.2,0,0,1
3483,265559,56.4,1,1,1
3484,265560,104.3,3,1,6
3485,265563,0.2,0,0,1
3486,265564,6.5,0,0,1
3487,265565,3.4,0,0,1
3488,265567,24.900000000000002,0,1,2
3489,265572,994.7,10,8,29
3490,265575,11.899999999999999,0,0,2
3491,265576,0.1,0,0,1
3492,265578,705.0,9,10,14
3493,265581,5.4,0,0,1
3494,265584,4.6,0,0,1
3495,265585,24.2,1,0,1
3496,265588,2850.8,24,26,68
3497,265589,94.3,0,0,3
3498,265592,45.6,2,0,3
3499,265593,2.7,0,0,1
3500,265595,22.3,0,0,2
3501,265596,1.5,0,0,1
3502,265604,1.2,0,0,1
3503,265609,55.2,2,0,2
3504,265611,34.7,1,0,1
3505,265612,9.6,0,0,2
3506,265613,7.4,1,0,1
3507,265614,46.6,2,1,2
3508,265616,1.6,0,0,1
3509,265617,23.2,0,0,1
3510,265620,14.9,0,0,1
3511,265621,0.4,0,0,1
3512,265623,27.8,0,1,1
3513,265628,1463.3,8,7,35
3514,265631,43.199999999999996,1,1,3
3515,265635,2.0,0,0,1
3516,265636,0.1,0,0,1
3517,265637,3.8,0,0,1
3518,265638,1.7,0,0,1
3519,265639,7.4,0,0,1
3520,265640,51.0,2,0,5
3521,265641,0.6,0,0,1
3522,265644,16.5,0,0,1
3523,265649,6.2,0,0,1
3524,265652,52.1,1,0,5
3525,265653,501.4,19,8,30
3526,265657,17.2,1,0,1
3527,265659,44.4,4,1,6
3528,265660,6.4,0,0,1
3529,265661,7.8,0,0,2
3530,265665,27.9,1,0,1
3531,265666,7.0,0,0,1
3532,265667,0.1,0,0,1
3533,265668,0.2,0,0,1
3534,265669,53.8,4,1,4
3535,265671,0.7,0,0,1
3536,265672,18.9,1,0,1
3537,265674,7.9,0,0,2
3538,265675,15.6,0,0,1
3539,265680,18.7,2,0,3
3540,265681,308.3,2,1,12
3541,265684,2.2,0,0,1
3542,265685,1215.1,12,6,20
3543,265686,262.2,4,8,15
3544,265688,0.2,0,0,1
3545,265689,5.0,1,0,1
3546,265690,0.1,0,0,1
3547,265695,89.3,0,2,2
3548,265696,87.5,1,0,1
3549,265697,23.8,0,0,2
3550,265703,3.9,0,0,1
3551,265705,28.9,1,0,3
3552,265707,24.8,0,0,1
3553,265710,1.5,0,0,1
3554,265712,0.4,0,0,1
3555,265714,59.2,1,0,4
3556,265716,2.0,0,0,1
3557,265717,5.0,0,0,1
3558,265720,2.7,0,0,4
3559,265723,2.9,0,0,1
3560,265727,3.3,0,0,1
3561,265728,4.6,0,0,1
3562,265731,1.5,0,0,1
3563,265733,10.5,0,0,1
3564,265734,1.2,0,0,1
3565,265735,18.6,1,0,1
3566,265736,81.1,2,1,3
3567,265737,30.0,1,0,1
3568,265739,40.7,0,0,3
3569,265741,6.5,1,0,1
3570,265743,21.1,1,0,1
3571,265746,17.3,1,0,2
3572,265747,0.5,0,0,1
3573,265752,0.6,0,0,1
3574,265754,3.3,0,0,1
3575,265755,4.4,0,0,1
3576,265757,14.7,1,0,2
3577,265758,9.9,0,0,2
3578,265759,28.3,1,0,2
3579,265760,0.1,0,0,1
3580,265763,29.1,0,0,2
3581,265764,6.9,0,0,1
3582,265765,78.2,3,1,3
3583,265766,5.5,1,0,1
3584,265768,19.6,0,0,1
3585,265769,43.5,3,1,3
3586,265775,6.6,0,0,1
3587,265778,2.0,0,0,2
3588,265779,128.29999999999998,2,1,2
3589,265782,71.0,2,1,3
3590,265784,0.7,0,0,1
3591,265787,0.3,0,0,1
3592,265788,2.3,0,0,1
3593,265789,372.4,6,6,8
3594,265793,10.1,1,0,2
3595,265794,1.8,0,0,1
3596,265796,8.0,0,0,1
3597,265799,5.7,0,0,1
3598,265805,0.2,0,0,1
3599,265807,6.6,1,0,1
3600,265808,674.4,0,2,18
3601,265810,43.2,2,1,2
3602,265811,0.6,1,0,1
3603,265812,10.4,1,0,1
3604,265813,856.9,2,10,13
3605,265815,0.1,0,0,1
3606,265819,1.2,0,0,1
3607,265820,0.7,0,0,2
3608,265824,1.3,0,0,1
3609,265826,0.2,0,0,1
3610,265827,2.0,0,0,1
3611,265834,3.3,0,0,1
3612,265835,4.0,0,0,1
3613,265837,4.1,0,0,1
3614,265838,124.6,0,1,2
3615,265840,14.0,1,0,1
3616,265841,0.8,0,0,1
3617,265843,26.9,1,0,1
3618,265848,298.3,7,1,12
3619,265852,45.5,1,0,1
3620,265859,21.7,0,0,1
3621,265860,1.5,0,0,1
3622,265862,0.2,0,0,1
3623,265863,44.2,1,0,2
3624,265864,71.19999999999999,1,1,3
3625,265865,0.2,0,0,1
3626,265866,30.099999999999998,1,0,2
3627,265867,51.4,2,0,2
3628,265870,4.9,0,0,1
3629,265871,6.8,1,0,1
3630,265873,46.3,2,1,2
3631,265874,34.4,1,1,1
3632,265875,0.8,0,0,1
3633,265876,2.4,0,0,1
3634,265877,31.8,0,0,2
3635,265878,1445.0,9,21,40
3636,265879,443.0,5,5,12
3637,265881,2.6,1,1,2
3638,265884,24.2,0,0,3
3639,265888,5.3,0,0,1
3640,265889,72.4,1,1,1
3641,265890,14.5,0,0,1
3642,265895,36.400000000000006,0,0,2
3643,265896,0.1,0,0,1
3644,265898,3.0,0,0,1
3645,265900,41.9,2,0,2
3646,265902,29.5,2,0,2
3647,265903,6.7,1,0,1
3648,265905,18.9,2,0,1
3649,265906,179.9,6,3,6
3650,265907,132.9,2,3,7
3651,265910,6.7,0,0,1
3652,265912,13.5,0,0,1
3653,265913,50.3,0,0,1
3654,265914,0.3,0,0,1
3655,265915,24.2,1,0,6
3656,265918,69.5,1,0,5
3657,265921,7.6,0,0,1
3658,265926,0.1,0,0,1
3659,265927,116.7,5,2,6
3660,265928,4199.9,33,31,61
3661,265930,39.3,3,1,5
3662,265931,1.3,0,0,1
3663,265932,7.7,1,0,1
3664,265933,19.9,0,1,1
3665,265937,3.7,0,0,1
3666,265940,0.2,0,0,2
3667,265941,40.1,1,0,1
3668,265942,43.7,0,0,3
3669,265944,110.6,2,1,2
3670,265947,61.7,3,0,3
3671,265948,1.0,0,0,1
3672,265949,43.5,2,1,1
3673,265951,0.1,0,0,1
3674,265954,16.1,1,0,1
3675,265956,17.0,0,0,1
3676,265958,38.5,2,2,5
3677,265960,9.2,1,0,2
3678,265961,0.3,0,0,1
3679,265966,3602.6,20,24,67
3680,265967,1647.7,25,20,43
3681,265968,42.7,2,0,2
3682,265969,172.0,1,2,6
3683,265970,777.9,30,19,47
3684,265973,5.8,0,0,1
3685,265974,1.2,0,0,1
3686,265977,2.4,0,0,1
3687,265980,115.8,0,1,2
3688,265981,2.2,0,0,1
3689,265982,26.8,1,0,1
3690,265983,0.1,0,0,1
3691,265985,52.8,2,0,2
3692,265987,9.5,1,0,1
3693,265988,12.3,2,1,3
3694,265989,31.1,2,0,2
3695,265990,11.3,1,0,1
3696,265996,2.4,0,0,1
3697,265997,20.7,1,0,2
3698,265999,32.4,1,0,1
3699,266001,4986.1,21,22,100
3700,266002,0.8,0,0,1
3701,266004,1.2,0,0,1
3702,266005,59.1,1,0,6
3703,266006,5.6,0,0,1
3704,266009,14.5,1,0,2
3705,266010,5.4,0,0,1
3706,266011,28.9,2,0,2
3707,266012,3771.4,21,30,81
3708,266013,22.0,0,0,1
3709,266014,0.2,0,0,1
3710,266018,3.4,0,0,2
3711,266021,41.1,1,0,2
3712,266022,1.3,0,0,1
3713,266023,22.6,1,0,1
3714,266030,10.0,1,0,1
3715,266031,4.1,0,0,1
3716,266034,2.5,0,0,1
3717,266035,7.3,0,0,1
3718,266036,155.7,2,1,2
3719,266038,0.7,0,0,1
3720,266041,330.3,0,3,8
3721,266042,4.4,0,0,2
3722,266044,9.8,1,1,1
3723,266050,0.6,0,0,1
3724,266053,33.7,0,0,1
3725,266055,8.6,0,1,1
3726,266057,188.7,4,1,18
3727,266059,73.69999999999999,4,1,5
3728,266060,43.4,1,1,1
3729,266064,61.8,1,1,2
3730,266065,331.0,0,3,8
3731,266067,0.1,0,0,1
3732,266069,10.5,0,0,1
3733,266072,30.5,0,0,1
3734,266074,5.5,0,0,1
3735,266076,0.7,0,0,2
3736,266078,43.6,1,1,2
3737,266080,0.1,0,0,1
3738,266084,5.2,0,0,1
3739,266085,0.2,0,0,1
3740,266086,0.2,0,0,1
3741,266088,43.0,1,0,1
3742,266091,5.0,0,0,1
3743,266092,44.099999999999994,2,1,2
3744,266095,1275.1,14,14,34
3745,266099,27.0,1,0,2
3746,266104,2.0,0,1,1
