student_id,student_country,date_registered,purchase_id,purchase_type,date_purchased,paid,active_purchase,potential_stay
264051,MA,2022-02-17,,,,"(False, False)",False,False
264052,SG,2022-02-17,,,,"(False, False)",False,False
264053,US,2022-02-17,,,,"(False, False)",False,False
264054,EG,2022-02-17,,,,"(False, False)",False,False
264055,NG,2022-02-18,,,,"(False, False)",False,False
264056,US,2022-02-18,,,,"(False, False)",False,False
264057,CA,2022-02-18,,,,"(False, False)",False,False
264058,IN,2022-02-18,,,,"(False, False)",False,False
264059,IN,2022-02-18,,,,"(False, False)",False,False
264060,GB,2022-02-18,,,,"(False, False)",False,False
264061,US,2022-02-18,,,,"(False, False)",False,False
264062,IN,2022-02-18,,,,"(False, False)",False,False
264063,MX,2022-02-18,,,,"(False, False)",False,False
264064,TH,2022-02-18,,,,"(False, False)",False,False
264065,PH,2022-02-18,,,,"(False, False)",False,False
264066,EG,2022-02-18,,,,"(False, False)",False,False
264067,CA,2022-02-18,,,,"(False, False)",False,False
264068,IN,2022-02-18,,,,"(False, False)",False,False
264069,CA,2022-02-18,,,,"(False, False)",False,False
264070,ID,2022-02-18,,,,"(False, False)",False,False
264071,TW,2022-02-18,,,,"(False, False)",False,False
264072,US,2022-02-18,,,,"(False, False)",False,False
264073,US,2022-02-18,,,,"(False, False)",False,False
264074,IN,2022-02-18,,,,"(False, False)",False,False
264075,ID,2022-02-18,,,,"(False, False)",False,False
264076,US,2022-02-18,17110.0,Monthly,2022-02-18,"(False, False)",False,False
264077,US,2022-02-18,,,,"(False, False)",False,False
264078,CA,2022-02-18,,,,"(False, False)",False,False
264079,US,2022-02-18,,,,"(False, False)",False,False
264080,US,2022-02-18,,,,"(False, False)",False,False
264081,SG,2022-02-18,17845.0,Annual,2022-03-22,"(True, True)",True,True
264082,IN,2022-02-18,,,,"(False, False)",False,False
264083,NG,2022-02-18,,,,"(False, False)",False,False
264084,NG,2022-02-18,,,,"(False, False)",False,False
264085,CL,2022-02-18,,,,"(False, False)",False,False
264086,IN,2022-02-18,,,,"(False, False)",False,False
264087,IN,2022-02-18,,,,"(False, False)",False,False
264088,UZ,2022-02-18,,,,"(False, False)",False,False
264089,IN,2022-02-18,,,,"(False, False)",False,False
264090,SA,2022-02-18,,,,"(False, False)",False,False
264091,NG,2022-02-18,,,,"(False, False)",False,False
264092,IN,2022-02-18,,,,"(False, False)",False,False
264093,FR,2022-02-18,,,,"(False, False)",False,False
264094,NG,2022-02-18,,,,"(False, False)",False,False
264095,GN,2022-02-18,,,,"(False, False)",False,False
264096,CA,2022-02-18,,,,"(False, False)",False,False
264097,NZ,2022-02-18,,,,"(False, False)",False,False
264098,GB,2022-02-18,,,,"(False, False)",False,False
264099,PK,2022-02-18,,,,"(False, False)",False,False
264100,ID,2022-02-18,,,,"(False, False)",False,False
264101,ID,2022-02-18,,,,"(False, False)",False,False
264102,IN,2022-02-18,,,,"(False, False)",False,False
264103,US,2022-02-18,,,,"(False, False)",False,False
264104,BD,2022-02-18,,,,"(False, False)",False,False
264105,IN,2022-02-18,,,,"(False, False)",False,False
264106,ID,2022-02-18,,,,"(False, False)",False,False
264107,GB,2022-02-18,,,,"(False, False)",False,False
264108,BD,2022-02-18,,,,"(False, False)",False,False
264109,US,2022-02-18,,,,"(False, False)",False,False
264110,PK,2022-02-18,,,,"(False, False)",False,False
264111,MX,2022-02-18,,,,"(False, False)",False,False
264112,BR,2022-02-18,,,,"(False, False)",False,False
264113,IE,2022-02-18,,,,"(False, False)",False,False
264114,FR,2022-02-18,,,,"(False, False)",False,False
264115,EG,2022-02-18,,,,"(False, False)",False,False
264116,MY,2022-02-18,,,,"(False, False)",False,False
264117,IN,2022-02-18,,,,"(False, False)",False,False
264118,AT,2022-02-18,17189.0,Annual,2022-02-22,"(True, True)",True,True
264119,LK,2022-02-18,,,,"(False, False)",False,False
264120,GB,2022-02-18,,,,"(False, False)",False,False
264121,MG,2022-02-18,,,,"(False, False)",False,False
264122,ID,2022-02-18,,,,"(False, False)",False,False
264123,IN,2022-02-18,,,,"(False, False)",False,False
264124,IN,2022-02-18,,,,"(False, False)",False,False
264125,IN,2022-02-18,,,,"(False, False)",False,False
264126,FR,2022-02-18,,,,"(False, False)",False,False
264127,PY,2022-02-18,,,,"(False, False)",False,False
264128,EG,2022-02-18,,,,"(False, False)",False,False
264130,IN,2022-02-18,,,,"(False, False)",False,False
264131,SA,2022-02-18,18183.0,Annual,2022-03-31,"(True, True)",True,True
264132,PK,2022-02-18,,,,"(False, False)",False,False
264133,ID,2022-02-18,,,,"(False, False)",False,False
264134,IN,2022-02-18,,,,"(False, False)",False,False
264135,PH,2022-02-18,,,,"(False, False)",False,False
264136,AR,2022-02-18,,,,"(False, False)",False,False
264137,EG,2022-02-18,,,,"(False, False)",False,False
264138,CA,2022-02-18,,,,"(False, False)",False,False
264139,IN,2022-02-18,,,,"(False, False)",False,False
264140,US,2022-02-18,,,,"(False, False)",False,False
264141,CA,2022-02-18,17109.0,Annual,2022-02-18,"(True, True)",True,True
264142,US,2022-02-18,,,,"(False, False)",False,False
264143,CA,2022-02-18,,,,"(False, False)",False,False
264144,SG,2022-02-18,,,,"(False, False)",False,False
264145,IN,2022-02-18,,,,"(False, False)",False,False
264146,MX,2022-02-18,17232.0,Annual,2022-02-25,"(True, True)",True,True
264147,IN,2022-02-18,,,,"(False, False)",False,False
264148,NG,2022-02-18,,,,"(False, False)",False,False
264149,PT,2022-02-18,,,,"(False, False)",False,False
264150,US,2022-02-18,,,,"(False, False)",False,False
264151,MA,2022-02-18,,,,"(False, False)",False,False
264152,US,2022-02-18,,,,"(False, False)",False,False
264153,TR,2022-02-18,,,,"(False, False)",False,False
264154,CO,2022-02-18,,,,"(False, False)",False,False
264155,BG,2022-02-18,,,,"(False, False)",False,False
264156,TR,2022-02-18,,,,"(False, False)",False,False
264157,US,2022-02-18,,,,"(False, False)",False,False
264158,BR,2022-02-18,,,,"(False, False)",False,False
264159,ZA,2022-02-18,,,,"(False, False)",False,False
264161,IN,2022-02-18,,,,"(False, False)",False,False
264162,EG,2022-02-18,,,,"(False, False)",False,False
264163,BG,2022-02-18,,,,"(False, False)",False,False
264164,DZ,2022-02-18,,,,"(False, False)",False,False
264165,TN,2022-02-18,,,,"(False, False)",False,False
264166,FR,2022-02-18,,,,"(False, False)",False,False
264167,BG,2022-02-18,,,,"(False, False)",False,False
264168,DE,2022-02-18,,,,"(False, False)",False,False
264169,DZ,2022-02-18,,,,"(False, False)",False,False
264170,US,2022-02-18,,,,"(False, False)",False,False
264172,EG,2022-02-18,,,,"(False, False)",False,False
264173,NG,2022-02-18,,,,"(False, False)",False,False
264174,US,2022-02-18,,,,"(False, False)",False,False
264175,BD,2022-02-18,,,,"(False, False)",False,False
264176,FR,2022-02-18,,,,"(False, False)",False,False
264177,EG,2022-02-18,,,,"(False, False)",False,False
264178,EG,2022-02-19,,,,"(False, False)",False,False
264179,DZ,2022-02-19,,,,"(False, False)",False,False
264180,US,2022-02-19,,,,"(False, False)",False,False
264181,ID,2022-02-19,,,,"(False, False)",False,False
264182,BD,2022-02-19,,,,"(False, False)",False,False
264183,IN,2022-02-19,,,,"(False, False)",False,False
264184,HK,2022-02-19,,,,"(False, False)",False,False
264185,IN,2022-02-19,,,,"(False, False)",False,False
264186,US,2022-02-19,,,,"(False, False)",False,False
264187,US,2022-02-19,,,,"(False, False)",False,False
264188,EG,2022-02-19,,,,"(False, False)",False,False
264189,FR,2022-02-19,,,,"(False, False)",False,False
264191,EG,2022-02-19,,,,"(False, False)",False,False
264192,KH,2022-02-19,,,,"(False, False)",False,False
264193,US,2022-02-19,,,,"(False, False)",False,False
264194,SD,2022-02-19,,,,"(False, False)",False,False
264195,NP,2022-02-19,,,,"(False, False)",False,False
264196,KE,2022-02-19,,,,"(False, False)",False,False
264197,PK,2022-02-19,,,,"(False, False)",False,False
264198,UZ,2022-02-19,,,,"(False, False)",False,False
264199,MY,2022-02-19,,,,"(False, False)",False,False
264200,DE,2022-02-19,,,,"(False, False)",False,False
264201,ZA,2022-02-19,,,,"(False, False)",False,False
264202,DZ,2022-02-19,,,,"(False, False)",False,False
264203,KE,2022-02-19,,,,"(False, False)",False,False
264204,BF,2022-02-19,,,,"(False, False)",False,False
264205,IN,2022-02-19,,,,"(False, False)",False,False
264206,IN,2022-02-19,,,,"(False, False)",False,False
264207,US,2022-02-19,,,,"(False, False)",False,False
264208,IN,2022-02-19,,,,"(False, False)",False,False
264209,NO,2022-02-19,,,,"(False, False)",False,False
264210,DE,2022-02-19,,,,"(False, False)",False,False
264211,IN,2022-02-19,,,,"(False, False)",False,False
264213,GB,2022-02-19,,,,"(False, False)",False,False
264214,NG,2022-02-19,,,,"(False, False)",False,False
264215,US,2022-02-19,,,,"(False, False)",False,False
264216,US,2022-02-19,,,,"(False, False)",False,False
264217,ID,2022-02-19,,,,"(False, False)",False,False
264218,PK,2022-02-19,,,,"(False, False)",False,False
264219,US,2022-02-19,,,,"(False, False)",False,False
264220,IN,2022-02-19,,,,"(False, False)",False,False
264221,IN,2022-02-19,,,,"(False, False)",False,False
264222,MK,2022-02-19,,,,"(False, False)",False,False
264224,TR,2022-02-19,,,,"(False, False)",False,False
264225,BR,2022-02-19,,,,"(False, False)",False,False
264226,IN,2022-02-19,,,,"(False, False)",False,False
264227,US,2022-02-19,,,,"(False, False)",False,False
264228,IN,2022-02-19,20961.0,Annual,2022-07-20,"(True, True)",True,True
264229,GB,2022-02-19,,,,"(False, False)",False,False
264230,AZ,2022-02-19,,,,"(False, False)",False,False
264231,GH,2022-02-19,,,,"(False, False)",False,False
264232,EG,2022-02-19,,,,"(False, False)",False,False
264233,DE,2022-02-19,,,,"(False, False)",False,False
264234,IN,2022-02-19,,,,"(False, False)",False,False
264235,DZ,2022-02-19,,,,"(False, False)",False,False
264236,PL,2022-02-19,,,,"(False, False)",False,False
264237,IN,2022-02-19,,,,"(False, False)",False,False
264238,TH,2022-02-19,,,,"(False, False)",False,False
264239,US,2022-02-19,,,,"(False, False)",False,False
264240,EG,2022-02-19,,,,"(False, False)",False,False
264241,ID,2022-02-19,,,,"(False, False)",False,False
264242,TR,2022-02-19,,,,"(False, False)",False,False
264243,NG,2022-02-19,,,,"(False, False)",False,False
264244,US,2022-02-19,,,,"(False, False)",False,False
264245,IN,2022-02-19,,,,"(False, False)",False,False
264246,US,2022-02-19,,,,"(False, False)",False,False
264247,VE,2022-02-19,,,,"(False, False)",False,False
264248,IN,2022-02-19,,,,"(False, False)",False,False
264249,TN,2022-02-19,,,,"(False, False)",False,False
264250,IN,2022-02-19,,,,"(False, False)",False,False
264251,FR,2022-02-19,,,,"(False, False)",False,False
264252,NG,2022-02-19,,,,"(False, False)",False,False
264253,NG,2022-02-19,18297.0,Monthly,2022-04-06,"(False, False)",False,False
264254,GB,2022-02-19,20267.0,Monthly,2022-06-19,"(False, False)",False,False
264255,EG,2022-02-19,,,,"(False, False)",False,False
264256,US,2022-02-19,,,,"(False, False)",False,False
264257,CA,2022-02-19,,,,"(False, False)",False,False
264258,EG,2022-02-19,,,,"(False, False)",False,False
264259,CA,2022-02-19,18705.0,Monthly,2022-04-20,"(False, False)",False,False
264260,ID,2022-02-19,,,,"(False, False)",False,False
264261,US,2022-02-19,,,,"(False, False)",False,False
264262,EG,2022-02-19,,,,"(False, False)",False,False
264263,EG,2022-02-19,,,,"(False, False)",False,False
264264,EG,2022-02-19,,,,"(False, False)",False,False
264265,PT,2022-02-19,,,,"(False, False)",False,False
264266,GB,2022-02-19,,,,"(False, False)",False,False
264267,GB,2022-02-19,,,,"(False, False)",False,False
264268,US,2022-02-19,,,,"(False, False)",False,False
264269,DE,2022-02-19,,,,"(False, False)",False,False
264270,EG,2022-02-19,,,,"(False, False)",False,False
264271,US,2022-02-19,,,,"(False, False)",False,False
264272,US,2022-02-19,,,,"(False, False)",False,False
264273,ID,2022-02-19,,,,"(False, False)",False,False
264274,CA,2022-02-19,,,,"(False, False)",False,False
264275,EG,2022-02-19,,,,"(False, False)",False,False
264276,MA,2022-02-19,,,,"(False, False)",False,False
264277,ZA,2022-02-20,,,,"(False, False)",False,False
264278,EG,2022-02-20,,,,"(False, False)",False,False
264279,US,2022-02-20,,,,"(False, False)",False,False
264280,IE,2022-02-20,,,,"(False, False)",False,False
264281,US,2022-02-20,,,,"(False, False)",False,False
264282,CO,2022-02-20,,,,"(False, False)",False,False
264283,FR,2022-02-20,,,,"(False, False)",False,False
264284,SA,2022-02-20,,,,"(False, False)",False,False
264285,NG,2022-02-20,,,,"(False, False)",False,False
264286,ID,2022-02-20,,,,"(False, False)",False,False
264287,IN,2022-02-20,,,,"(False, False)",False,False
264288,IN,2022-02-20,,,,"(False, False)",False,False
264289,US,2022-02-20,,,,"(False, False)",False,False
264290,HK,2022-02-20,17130.0,Annual,2022-02-20,"(True, True)",True,True
264291,US,2022-02-20,19549.0,Monthly,2022-05-26,"(False, False)",False,False
264292,ZA,2022-02-20,,,,"(False, False)",False,False
264293,ID,2022-02-20,,,,"(False, False)",False,False
264294,IN,2022-02-20,,,,"(False, False)",False,False
264295,US,2022-02-20,21747.0,Quarterly,2022-08-20,"(True, True)",True,True
264296,EG,2022-02-20,,,,"(False, False)",False,False
264297,SA,2022-02-20,,,,"(False, False)",False,False
264298,ID,2022-02-20,,,,"(False, False)",False,False
264299,IN,2022-02-20,,,,"(False, False)",False,False
264300,IN,2022-02-20,,,,"(False, False)",False,False
264301,EG,2022-02-20,,,,"(False, False)",False,False
264302,IN,2022-02-20,,,,"(False, False)",False,False
264303,PH,2022-02-20,,,,"(False, False)",False,False
264304,IN,2022-02-20,,,,"(False, False)",False,False
264305,TR,2022-02-20,,,,"(False, False)",False,False
264306,PS,2022-02-20,,,,"(False, False)",False,False
264307,PK,2022-02-20,,,,"(False, False)",False,False
264308,CZ,2022-02-20,,,,"(False, False)",False,False
264309,DE,2022-02-20,,,,"(False, False)",False,False
264310,DZ,2022-02-20,,,,"(False, False)",False,False
264311,EG,2022-02-20,,,,"(False, False)",False,False
264312,EG,2022-02-20,,,,"(False, False)",False,False
264313,DZ,2022-02-20,,,,"(False, False)",False,False
264314,DZ,2022-02-20,,,,"(False, False)",False,False
264315,IN,2022-02-20,,,,"(False, False)",False,False
264316,CA,2022-02-20,,,,"(False, False)",False,False
264317,US,2022-02-20,,,,"(False, False)",False,False
264318,MA,2022-02-20,,,,"(False, False)",False,False
264319,EG,2022-02-20,,,,"(False, False)",False,False
264320,AR,2022-02-20,,,,"(False, False)",False,False
264321,ID,2022-02-20,,,,"(False, False)",False,False
264322,IN,2022-02-20,,,,"(False, False)",False,False
264323,DE,2022-02-20,17146.0,Annual,2022-02-20,"(True, True)",True,True
264324,EG,2022-02-20,,,,"(False, False)",False,False
264325,GB,2022-02-20,,,,"(False, False)",False,False
264326,UA,2022-02-20,,,,"(False, False)",False,False
264327,AE,2022-02-20,,,,"(False, False)",False,False
264328,IN,2022-02-20,,,,"(False, False)",False,False
264329,IE,2022-02-20,,,,"(False, False)",False,False
264330,IN,2022-02-20,,,,"(False, False)",False,False
264331,LB,2022-02-20,,,,"(False, False)",False,False
264332,IN,2022-02-20,,,,"(False, False)",False,False
264333,ZM,2022-02-20,,,,"(False, False)",False,False
264334,NG,2022-02-20,,,,"(False, False)",False,False
264336,IN,2022-02-20,,,,"(False, False)",False,False
264337,EG,2022-02-20,,,,"(False, False)",False,False
264338,IN,2022-02-20,,,,"(False, False)",False,False
264339,NG,2022-02-20,,,,"(False, False)",False,False
264340,IN,2022-02-20,,,,"(False, False)",False,False
264341,SE,2022-02-20,,,,"(False, False)",False,False
264342,US,2022-02-20,,,,"(False, False)",False,False
264343,PL,2022-02-20,,,,"(False, False)",False,False
264344,JP,2022-02-20,,,,"(False, False)",False,False
264345,IN,2022-02-20,,,,"(False, False)",False,False
264346,MY,2022-02-20,,,,"(False, False)",False,False
264347,EG,2022-02-20,,,,"(False, False)",False,False
264348,NG,2022-02-20,,,,"(False, False)",False,False
264349,GB,2022-02-20,,,,"(False, False)",False,False
264350,DZ,2022-02-20,,,,"(False, False)",False,False
264351,EG,2022-02-20,,,,"(False, False)",False,False
264352,CL,2022-02-20,,,,"(False, False)",False,False
264353,IN,2022-02-20,,,,"(False, False)",False,False
264354,GB,2022-02-20,,,,"(False, False)",False,False
264355,IE,2022-02-20,,,,"(False, False)",False,False
264356,IN,2022-02-20,,,,"(False, False)",False,False
264358,IN,2022-02-20,,,,"(False, False)",False,False
264359,IN,2022-02-20,,,,"(False, False)",False,False
264360,US,2022-02-20,,,,"(False, False)",False,False
264361,TR,2022-02-20,17285.0,Monthly,2022-02-28,"(False, False)",False,False
264362,IT,2022-02-20,,,,"(False, False)",False,False
264363,IN,2022-02-20,,,,"(False, False)",False,False
264364,JO,2022-02-20,,,,"(False, False)",False,False
264365,IN,2022-02-20,,,,"(False, False)",False,False
264366,EG,2022-02-20,,,,"(False, False)",False,False
264367,TR,2022-02-20,,,,"(False, False)",False,False
264368,US,2022-02-20,18081.0,Annual,2022-03-29,"(True, True)",True,True
264369,NG,2022-02-20,,,,"(False, False)",False,False
264370,TN,2022-02-20,,,,"(False, False)",False,False
264371,GB,2022-02-20,,,,"(False, False)",False,False
264372,CO,2022-02-20,,,,"(False, False)",False,False
264373,HR,2022-02-20,,,,"(False, False)",False,False
264374,US,2022-02-20,,,,"(False, False)",False,False
264375,EG,2022-02-20,,,,"(False, False)",False,False
264376,US,2022-02-20,,,,"(False, False)",False,False
264377,CA,2022-02-20,,,,"(False, False)",False,False
264378,GB,2022-02-20,,,,"(False, False)",False,False
264379,NG,2022-02-20,,,,"(False, False)",False,False
264380,AR,2022-02-21,,,,"(False, False)",False,False
264381,AR,2022-02-21,,,,"(False, False)",False,False
264382,IN,2022-02-21,,,,"(False, False)",False,False
264383,IE,2022-02-21,,,,"(False, False)",False,False
264384,US,2022-02-21,,,,"(False, False)",False,False
264385,EG,2022-02-21,,,,"(False, False)",False,False
264386,CN,2022-02-21,,,,"(False, False)",False,False
264387,SA,2022-02-21,,,,"(False, False)",False,False
264388,SA,2022-02-21,,,,"(False, False)",False,False
264389,US,2022-02-21,,,,"(False, False)",False,False
264390,US,2022-02-21,,,,"(False, False)",False,False
264391,EG,2022-02-21,17811.0,Monthly,2022-03-21,"(False, False)",False,False
264392,US,2022-02-21,,,,"(False, False)",False,False
264393,JP,2022-02-21,,,,"(False, False)",False,False
264395,EG,2022-02-21,,,,"(False, False)",False,False
264396,IN,2022-02-21,,,,"(False, False)",False,False
264397,DZ,2022-02-21,,,,"(False, False)",False,False
264398,SA,2022-02-21,,,,"(False, False)",False,False
264399,IN,2022-02-21,,,,"(False, False)",False,False
264400,PL,2022-02-21,17241.0,Annual,2022-02-25,"(True, True)",True,True
264401,IN,2022-02-21,,,,"(False, False)",False,False
264402,ET,2022-02-21,,,,"(False, False)",False,False
264403,SD,2022-02-21,,,,"(False, False)",False,False
264404,VN,2022-02-21,17195.0,Annual,2022-02-23,"(True, True)",True,True
264405,US,2022-02-21,,,,"(False, False)",False,False
264406,IN,2022-02-21,,,,"(False, False)",False,False
264407,NL,2022-02-21,,,,"(False, False)",False,False
264408,PL,2022-02-21,,,,"(False, False)",False,False
264409,EG,2022-02-21,,,,"(False, False)",False,False
264410,NG,2022-02-21,,,,"(False, False)",False,False
264411,NL,2022-02-21,,,,"(False, False)",False,False
264412,IN,2022-02-21,,,,"(False, False)",False,False
264413,IN,2022-02-21,,,,"(False, False)",False,False
264414,IN,2022-02-21,,,,"(False, False)",False,False
264415,EG,2022-02-21,,,,"(False, False)",False,False
264416,IN,2022-02-21,,,,"(False, False)",False,False
264417,AT,2022-02-21,20993.0,Monthly,2022-07-21,"(False, True)",False,True
264418,NG,2022-02-21,,,,"(False, False)",False,False
264419,GM,2022-02-21,,,,"(False, False)",False,False
264420,EG,2022-02-21,,,,"(False, False)",False,False
264421,GB,2022-02-21,,,,"(False, False)",False,False
264422,SA,2022-02-21,,,,"(False, False)",False,False
264423,VE,2022-02-21,,,,"(False, False)",False,False
264424,CH,2022-02-21,,,,"(False, False)",False,False
264425,ZA,2022-02-21,17332.0,Annual,2022-02-28,"(True, True)",True,True
264426,SA,2022-02-21,,,,"(False, False)",False,False
264427,ID,2022-02-21,,,,"(False, False)",False,False
264428,KE,2022-02-21,,,,"(False, False)",False,False
264429,JO,2022-02-21,,,,"(False, False)",False,False
264430,US,2022-02-21,,,,"(False, False)",False,False
264431,NL,2022-02-21,,,,"(False, False)",False,False
264432,TR,2022-02-21,,,,"(False, False)",False,False
264433,ID,2022-02-21,,,,"(False, False)",False,False
264434,GB,2022-02-21,,,,"(False, False)",False,False
264435,SE,2022-02-21,,,,"(False, False)",False,False
264436,CO,2022-02-21,,,,"(False, False)",False,False
264437,BY,2022-02-21,,,,"(False, False)",False,False
264439,IN,2022-02-21,,,,"(False, False)",False,False
264440,TN,2022-02-21,,,,"(False, False)",False,False
264441,TH,2022-02-21,,,,"(False, False)",False,False
264442,US,2022-02-21,,,,"(False, False)",False,False
264443,TR,2022-02-21,,,,"(False, False)",False,False
264444,FR,2022-02-21,,,,"(False, False)",False,False
264445,IL,2022-02-21,,,,"(False, False)",False,False
264446,US,2022-02-21,,,,"(False, False)",False,False
264447,IN,2022-02-21,,,,"(False, False)",False,False
264449,MA,2022-02-21,,,,"(False, False)",False,False
264450,IT,2022-02-21,,,,"(False, False)",False,False
264451,BD,2022-02-21,,,,"(False, False)",False,False
264452,IN,2022-02-21,,,,"(False, False)",False,False
264453,IN,2022-02-21,,,,"(False, False)",False,False
264454,AR,2022-02-21,,,,"(False, False)",False,False
264455,CA,2022-02-21,,,,"(False, False)",False,False
264456,IN,2022-02-21,,,,"(False, False)",False,False
264457,MA,2022-02-21,,,,"(False, False)",False,False
264458,AR,2022-02-21,,,,"(False, False)",False,False
264459,KH,2022-02-21,,,,"(False, False)",False,False
264460,CA,2022-02-21,,,,"(False, False)",False,False
264461,IN,2022-02-21,,,,"(False, False)",False,False
264462,IN,2022-02-21,,,,"(False, False)",False,False
264463,TH,2022-02-21,,,,"(False, False)",False,False
264464,IN,2022-02-21,,,,"(False, False)",False,False
264465,US,2022-02-21,,,,"(False, False)",False,False
264467,PK,2022-02-21,,,,"(False, False)",False,False
264468,SE,2022-02-21,,,,"(False, False)",False,False
264469,IN,2022-02-21,,,,"(False, False)",False,False
264470,NL,2022-02-21,,,,"(False, False)",False,False
264471,IL,2022-02-21,,,,"(False, False)",False,False
264472,GB,2022-02-21,17895.0,Monthly,2022-03-23,"(False, False)",False,False
264473,NL,2022-02-21,,,,"(False, False)",False,False
264474,KE,2022-02-21,,,,"(False, False)",False,False
264475,NP,2022-02-21,,,,"(False, False)",False,False
264476,IN,2022-02-21,17169.0,Annual,2022-02-21,"(True, True)",True,True
264477,IN,2022-02-21,,,,"(False, False)",False,False
264478,TN,2022-02-21,,,,"(False, False)",False,False
264479,DZ,2022-02-21,,,,"(False, False)",False,False
264480,NP,2022-02-21,,,,"(False, False)",False,False
264481,DE,2022-02-21,,,,"(False, False)",False,False
264482,US,2022-02-21,,,,"(False, False)",False,False
264483,IN,2022-02-21,,,,"(False, False)",False,False
264484,DE,2022-02-21,,,,"(False, False)",False,False
264485,IN,2022-02-21,,,,"(False, False)",False,False
264486,CA,2022-02-21,,,,"(False, False)",False,False
264487,IN,2022-02-21,,,,"(False, False)",False,False
264488,IT,2022-02-21,,,,"(False, False)",False,False
264489,IN,2022-02-21,,,,"(False, False)",False,False
264490,US,2022-02-21,,,,"(False, False)",False,False
264491,NG,2022-02-21,,,,"(False, False)",False,False
264492,IN,2022-02-21,,,,"(False, False)",False,False
264493,US,2022-02-21,,,,"(False, False)",False,False
264494,US,2022-02-21,,,,"(False, False)",False,False
264495,KZ,2022-02-21,,,,"(False, False)",False,False
264496,BD,2022-02-21,,,,"(False, False)",False,False
264497,DE,2022-02-21,,,,"(False, False)",False,False
264498,US,2022-02-21,,,,"(False, False)",False,False
264499,ET,2022-02-21,,,,"(False, False)",False,False
264500,UA,2022-02-21,,,,"(False, False)",False,False
264501,PT,2022-02-21,,,,"(False, False)",False,False
264502,GB,2022-02-21,19581.0,Monthly,2022-05-26,"(False, False)",False,False
264504,US,2022-02-21,,,,"(False, False)",False,False
264505,CA,2022-02-21,,,,"(False, False)",False,False
264506,CA,2022-02-21,,,,"(False, False)",False,False
264507,CA,2022-02-21,,,,"(False, False)",False,False
264508,TR,2022-02-21,,,,"(False, False)",False,False
264509,US,2022-02-21,,,,"(False, False)",False,False
264511,CA,2022-02-21,,,,"(False, False)",False,False
264512,CA,2022-02-21,,,,"(False, False)",False,False
264513,AE,2022-02-21,17171.0,Annual,2022-02-21,"(True, True)",True,True
264514,TZ,2022-02-21,18778.0,Monthly,2022-04-23,"(False, False)",False,False
264515,IN,2022-02-21,,,,"(False, False)",False,False
264516,US,2022-02-21,,,,"(False, False)",False,False
264517,SA,2022-02-21,,,,"(False, False)",False,False
264518,DZ,2022-02-21,,,,"(False, False)",False,False
264519,EG,2022-02-21,,,,"(False, False)",False,False
264520,IT,2022-02-21,,,,"(False, False)",False,False
264521,US,2022-02-21,,,,"(False, False)",False,False
264522,TN,2022-02-21,,,,"(False, False)",False,False
264523,EG,2022-02-21,,,,"(False, False)",False,False
264524,IN,2022-02-21,,,,"(False, False)",False,False
264525,NZ,2022-02-21,,,,"(False, False)",False,False
264526,IE,2022-02-21,,,,"(False, False)",False,False
264527,US,2022-02-21,,,,"(False, False)",False,False
264528,NG,2022-02-21,,,,"(False, False)",False,False
264529,IN,2022-02-22,,,,"(False, False)",False,False
264531,MX,2022-02-22,,,,"(False, False)",False,False
264532,US,2022-02-22,,,,"(False, False)",False,False
264533,NP,2022-02-22,,,,"(False, False)",False,False
264534,GB,2022-02-22,,,,"(False, False)",False,False
264535,MA,2022-02-22,,,,"(False, False)",False,False
264536,US,2022-02-22,,,,"(False, False)",False,False
264537,NG,2022-02-22,,,,"(False, False)",False,False
264538,US,2022-02-22,,,,"(False, False)",False,False
264539,NG,2022-02-22,,,,"(False, False)",False,False
264540,EG,2022-02-22,,,,"(False, False)",False,False
264541,IN,2022-02-22,,,,"(False, False)",False,False
264542,BJ,2022-02-22,,,,"(False, False)",False,False
264543,US,2022-02-22,,,,"(False, False)",False,False
264544,CR,2022-02-22,,,,"(False, False)",False,False
264545,AU,2022-02-22,,,,"(False, False)",False,False
264546,US,2022-02-22,,,,"(False, False)",False,False
264547,CA,2022-02-22,,,,"(False, False)",False,False
264548,JM,2022-02-22,,,,"(False, False)",False,False
264549,CO,2022-02-22,17214.0,Annual,2022-02-24,"(True, True)",True,True
264551,IN,2022-02-22,,,,"(False, False)",False,False
264552,CA,2022-02-22,17637.0,Monthly,2022-03-14,"(False, False)",False,False
264553,BD,2022-02-22,,,,"(False, False)",False,False
264554,US,2022-02-22,,,,"(False, False)",False,False
264555,BR,2022-02-22,,,,"(False, False)",False,False
264556,US,2022-02-22,,,,"(False, False)",False,False
264557,NG,2022-02-22,,,,"(False, False)",False,False
264558,EG,2022-02-22,,,,"(False, False)",False,False
264559,IN,2022-02-22,,,,"(False, False)",False,False
264560,IN,2022-02-22,,,,"(False, False)",False,False
264561,BD,2022-02-22,,,,"(False, False)",False,False
264562,NG,2022-02-22,,,,"(False, False)",False,False
264563,CA,2022-02-22,18336.0,Monthly,2022-04-07,"(False, False)",False,False
264564,US,2022-02-22,,,,"(False, False)",False,False
264565,UZ,2022-02-22,,,,"(False, False)",False,False
264566,CN,2022-02-22,,,,"(False, False)",False,False
264567,AZ,2022-02-22,,,,"(False, False)",False,False
264568,PK,2022-02-22,,,,"(False, False)",False,False
264569,MX,2022-02-22,,,,"(False, False)",False,False
