,student_id,minutes_watched,engagement_quizzes,engagement_exams,engagement_lessons,hub_questions_taken
4431,267493,0.3,0,0,1,0.0
4432,267494,6.6,1,0,1,0.0
4433,267496,708.3,7,4,21,0.0
4434,267498,265.0,14,0,16,0.0
4435,267501,7.7,0,0,1,0.0
4436,267503,42.9,0,1,1,0.0
4437,267504,0.1,0,0,1,0.0
4438,267505,1.4,0,0,2,0.0
4439,267507,49.0,0,0,1,0.0
4440,267508,36.3,1,0,1,0.0
4441,267509,2.8000000000000003,0,0,2,0.0
4442,267512,1.2,1,0,1,0.0
4443,267515,153.1,5,4,6,0.0
4444,267516,1.7,0,0,1,0.0
4445,267521,0.6,0,0,1,0.0
4446,267523,1.4,0,0,1,0.0
4447,267524,9.0,1,0,1,0.0
4448,267525,47.4,2,1,2,0.0
4449,267529,0.1,0,0,1,0.0
4450,267531,9.6,1,0,1,0.0
4451,267534,43.8,0,0,3,0.0
4452,267544,0.0,0,1,0,0.0
4453,267546,183.1,2,3,3,0.0
4454,267548,1.1,1,0,1,0.0
4455,267552,40.4,1,0,1,0.0
4456,267553,56.8,1,0,1,0.0
4457,267554,10.1,1,0,2,0.0
4458,267556,0.1,0,0,1,0.0
4459,267558,854.6,17,9,32,0.0
4460,267560,45.4,1,2,1,0.0
4461,267561,10.7,1,0,1,0.0
4462,267562,0.9,0,0,1,0.0
4463,267563,7.3,1,0,1,0.0
4464,267565,44.6,2,1,2,0.0
4465,267569,0.7,0,0,1,0.0
4466,267573,8.4,0,0,1,0.0
4467,267574,10.5,1,0,1,0.0
4468,267575,36.5,1,0,1,0.0
4469,267577,6.5,0,0,1,0.0
4470,267578,82.69999999999999,3,1,3,0.0
4471,267581,11.0,0,0,1,0.0
4472,267582,53.0,0,0,2,0.0
4473,267584,0.7,0,0,1,0.0
4474,267587,28.400000000000002,1,0,2,0.0
4475,267589,19.5,1,0,1,0.0
4476,267594,1.2000000000000002,0,0,2,0.0
4477,267598,1.3,0,0,1,0.0
4478,267606,1.6,0,0,2,0.0
4479,267611,18.5,0,0,1,0.0
4480,267613,139.7,4,2,6,0.0
4481,267615,4.0,0,0,1,0.0
4482,267616,0.7,0,0,1,0.0
4483,267617,0.8999999999999999,0,0,2,0.0
4484,267618,0.4,0,0,1,0.0
4485,267620,5.199999999999999,0,0,2,0.0
4486,267621,0.4,0,0,1,0.0
4487,267623,0.0,0,1,0,0.0
4488,267625,0.1,0,0,1,0.0
4489,267626,22.5,2,0,2,0.0
4490,267627,95.4,6,1,8,0.0
4491,267629,0.9,0,0,1,0.0
4492,267630,0.7,0,0,1,0.0
4493,267631,44.3,2,0,4,0.0
4494,267632,3.6,0,0,1,0.0
4495,267633,6.6,0,0,1,0.0
4496,267642,11.0,0,0,1,0.0
4497,267643,997.9,14,7,39,0.0
4498,267646,1.4,0,0,1,0.0
4499,267647,0.5,0,0,1,0.0
4500,267652,21.3,1,0,1,0.0
4501,267653,0.0,0,1,0,0.0
4502,267654,37.6,0,0,1,0.0
4503,267656,6.5,0,0,1,0.0
4504,267658,2.2,0,0,1,0.0
4505,267661,106.1,1,0,5,0.0
4506,267662,711.9,1,1,13,2.0
4507,267664,28.0,2,0,2,0.0
4508,267667,17.3,1,0,1,0.0
4509,267669,2.5,0,0,1,0.0
4510,267670,1.2,0,0,2,0.0
4511,267671,5.0,0,0,1,0.0
4512,267674,40.9,1,0,1,0.0
4513,267675,0.4,0,0,1,0.0
4514,267678,1.3,0,0,2,0.0
4515,267681,0.1,0,0,1,0.0
4516,267682,2.2,0,0,1,0.0
4517,267683,4.9,0,0,1,0.0
4518,267684,11.5,0,0,2,0.0
4519,267685,1.0,0,0,1,0.0
4520,267686,29.5,0,0,1,0.0
4521,267689,24.2,1,0,2,0.0
4522,267690,1.7,0,0,1,0.0
4523,267693,32.6,1,0,1,0.0
4524,267695,44.7,1,1,1,0.0
4525,267698,9.8,0,0,1,0.0
4526,267699,0.8999999999999999,0,0,2,0.0
4527,267700,5.2,0,0,1,0.0
4528,267702,5.6,0,0,1,0.0
4529,267704,11.0,1,0,2,0.0
4530,267709,5.1,0,0,1,0.0
4531,267714,77.69999999999999,4,0,4,0.0
4532,267715,38.2,2,0,2,0.0
4533,267718,0.4,0,0,1,0.0
4534,267719,9.8,0,0,1,0.0
4535,267721,1298.2,13,9,32,0.0
4536,267728,0.1,0,0,1,0.0
4537,267730,2.2,0,0,2,0.0
4538,267732,6.9,1,0,2,0.0
4539,267735,0.1,0,0,1,0.0
4540,267736,1.4000000000000001,0,0,2,0.0
4541,267737,10.1,1,0,1,0.0
4542,267738,43.8,1,1,1,0.0
4543,267741,0.8,0,0,2,0.0
4544,267743,69.39999999999999,4,0,7,0.0
4545,267747,39.2,1,1,1,0.0
4546,267750,0.8,0,0,1,0.0
4547,267751,0.1,0,0,1,0.0
4548,267753,7.5,0,0,1,0.0
4549,267755,0.8,0,0,1,0.0
4550,267756,0.4,0,0,1,0.0
4551,267757,0.3,0,0,1,0.0
4552,267760,4.2,0,0,1,0.0
4553,267765,733.9,6,7,34,0.0
4554,267767,0.4,1,0,1,0.0
4555,267768,0.3,0,0,1,0.0
4556,267769,4.6,0,0,1,0.0
4557,267770,2.7,0,0,1,0.0
4558,267771,108.8,6,0,10,0.0
4559,267772,11.2,1,0,1,0.0
4560,267775,45.1,1,0,1,0.0
4561,267777,34.900000000000006,2,0,4,0.0
4562,267778,271.9,1,2,5,0.0
4563,267779,5.3,0,0,1,0.0
4564,267781,96.80000000000001,2,0,5,0.0
4565,267783,4.8,0,0,1,0.0
4566,267784,0.1,0,0,1,0.0
4567,267790,1.8,0,0,1,0.0
4568,267791,0.3,0,0,1,0.0
4569,267794,48.900000000000006,2,0,2,0.0
4570,267795,26.4,1,0,1,0.0
4571,267801,5.9,1,0,1,0.0
4572,267802,20.2,1,0,1,0.0
4573,267808,0.1,0,0,1,0.0
4574,267812,2784.2,10,17,41,0.0
4575,267813,1285.0,9,2,22,0.0
4576,267814,35.0,1,1,1,0.0
4577,267815,43.0,1,1,1,0.0
4578,267816,40.5,1,0,2,0.0
4579,267820,21.5,1,0,1,0.0
4580,267821,0.9,0,0,1,0.0
4581,267822,54.0,1,0,1,0.0
4582,267824,23.3,1,0,4,0.0
4583,267825,42.7,2,1,2,0.0
4584,267828,0.7,0,0,1,0.0
4585,267830,0.2,1,0,1,0.0
4586,267832,4.3,0,0,2,0.0
4587,267834,22.0,1,0,1,0.0
4588,267836,11.3,0,0,1,0.0
4589,267837,1.2,0,0,1,0.0
4590,267838,2.4,0,0,1,0.0
4591,267839,18.9,1,0,2,0.0
4592,267840,360.2,3,2,4,0.0
4593,267842,18.8,1,0,3,0.0
4594,267843,56.9,0,2,3,0.0
4595,267845,0.1,0,0,1,0.0
4596,267846,53.199999999999996,1,0,2,0.0
4597,267847,157.3,4,0,5,0.0
4598,267848,0.1,0,0,1,0.0
4599,267854,728.6,10,9,26,0.0
4600,267855,38.7,3,0,3,0.0
4601,267856,12.4,1,0,1,0.0
4602,267857,6.6,0,0,1,0.0
4603,267858,3.0,0,0,1,0.0
4604,267860,13.3,0,0,1,0.0
4605,267861,92.7,0,0,1,0.0
4606,267863,0.5,0,0,1,0.0
4607,267864,7.4,0,0,1,0.0
4608,267869,6.2,0,0,1,0.0
4609,267870,0.7,0,0,1,0.0
4610,267871,0.3,0,0,1,0.0
4611,267873,0.6,0,0,1,0.0
4612,267875,18.8,0,0,3,0.0
4613,267876,0.3,0,0,1,0.0
4614,267878,96.8,1,1,10,0.0
4615,267880,62.300000000000004,4,1,6,0.0
4616,267881,0.2,0,0,1,0.0
4617,267882,1.2,0,0,1,0.0
4618,267884,7.8,0,0,1,0.0
4619,267885,471.3,11,2,21,0.0
4620,267887,14.4,1,0,1,0.0
4621,267888,56.0,4,1,4,0.0
4622,267889,0.1,0,0,1,0.0
4623,267895,1.8,0,0,1,0.0
4624,267896,0.2,0,0,1,0.0
4625,267897,0.4,0,0,1,0.0
4626,267898,1742.0,26,24,54,20.0
4627,267901,6.6,0,0,1,0.0
4628,267904,5.1,0,0,1,0.0
4629,267910,10.0,1,0,1,0.0
4630,267911,2.7,0,0,1,0.0
4631,267913,0.4,0,0,1,0.0
4632,267914,1.2,0,0,1,0.0
4633,267915,1.0,0,0,1,0.0
4634,267916,3182.6,32,25,84,0.0
4635,267918,4.5,0,0,1,0.0
4636,267919,360.5,0,6,13,0.0
4637,267928,0.3,0,0,1,0.0
4638,267933,38.0,1,0,1,0.0
4639,267935,0.1,0,0,1,0.0
4640,267936,3294.5,16,13,42,0.0
4641,267937,117.0,1,0,7,0.0
4642,267938,37.1,3,0,5,0.0
4643,267939,18.7,1,0,1,0.0
4644,267940,1.0,0,0,1,0.0
4645,267944,102.9,2,1,3,0.0
4646,267946,11.0,1,0,1,0.0
4647,267948,23.7,1,0,1,0.0
4648,267949,198.0,11,3,20,0.0
4649,267950,28.4,1,0,1,0.0
4650,267952,85.4,2,0,2,0.0
4651,267953,2.8,0,0,1,0.0
4652,267954,0.8999999999999999,0,0,2,0.0
4653,267955,0.2,0,0,1,0.0
4654,267957,0.2,0,0,1,0.0
4655,267958,72.9,1,1,1,0.0
4656,267959,2384.4,28,23,58,1.0
4657,267967,1.0,0,0,1,0.0
4658,267969,8.3,1,0,1,0.0
4659,267970,5.1,0,0,1,0.0
4660,267971,6.8,1,0,1,0.0
4661,267973,69.6,2,0,4,0.0
4662,267976,70.3,1,1,1,0.0
4663,267977,0.0,0,1,0,0.0
4664,267978,2.1,0,0,1,0.0
4665,267979,16.6,0,0,1,0.0
4666,267982,99.7,0,1,6,0.0
4667,267986,10.399999999999999,1,0,2,0.0
4668,267988,8.7,0,1,1,0.0
4669,267991,0.5,0,0,1,0.0
4670,267994,11.5,1,0,1,0.0
4671,267997,7.7,1,0,1,0.0
4672,268000,0.6,0,0,1,0.0
4673,268001,0.6,0,0,1,0.0
4674,268004,30.7,0,1,1,0.0
4675,268005,7.9,0,0,2,0.0
4676,268006,1.4,0,0,1,0.0
4677,268007,16.8,0,0,2,0.0
4678,268008,0.5,0,0,1,0.0
4679,268009,10.1,1,0,1,0.0
4680,268010,5.6,0,0,2,0.0
4681,268011,5712.4,43,46,110,14.0
4682,268012,0.1,0,0,1,0.0
4683,268014,3.7,0,0,2,0.0
4684,268020,0.1,0,0,1,0.0
4685,268025,1.9,0,0,1,0.0
4686,268026,5.4,0,0,1,0.0
4687,268027,188.8,0,0,5,0.0
4688,268033,9.3,1,0,2,0.0
4689,268035,2.7,0,0,1,0.0
4690,268036,2.2,0,0,1,0.0
4691,268038,23.3,1,0,1,0.0
4692,268040,14.4,1,0,1,0.0
4693,268041,1.9,0,0,1,0.0
4694,268043,32.9,2,0,3,0.0
4695,268045,1190.9,8,5,30,0.0
4696,268046,126.10000000000001,3,2,5,0.0
4697,268049,4.8,0,0,1,0.0
4698,268050,3.6,0,0,2,0.0
4699,268052,1.5,0,0,1,0.0
4700,268053,376.8,6,3,13,0.0
4701,268055,6.7,0,0,1,0.0
4702,268057,6.300000000000001,0,0,2,0.0
4703,268059,51.699999999999996,3,0,3,0.0
4704,268060,51.8,1,0,2,0.0
4705,268061,7.699999999999999,1,0,2,0.0
4706,268065,32.8,1,0,1,0.0
4707,268068,19.6,1,0,1,0.0
4708,268070,3.7,0,0,1,0.0
4709,268071,27.4,0,1,1,0.0
4710,268072,0.2,0,0,1,0.0
4711,268075,11.9,0,0,2,0.0
4712,268076,19.3,1,0,1,0.0
4713,268077,2.2,0,0,1,0.0
4714,268079,57.4,2,1,2,0.0
4715,268080,9.6,0,0,1,0.0
4716,268083,70.1,2,0,2,0.0
4717,268085,46.1,1,1,1,0.0
4718,268087,5.9,0,0,1,0.0
4719,268089,6.8,0,0,1,0.0
4720,268090,467.0,7,7,29,0.0
4721,268093,4.2,0,0,1,0.0
4722,268094,43.699999999999996,2,1,2,0.0
4723,268095,3.4,0,0,1,0.0
4724,268096,22.5,2,0,2,0.0
4725,268099,3.2,0,0,1,0.0
4726,268101,2.1,0,0,2,0.0
4727,268104,212.79999999999998,6,6,12,0.0
4728,268109,0.4,0,0,1,0.0
4729,268111,3.1,0,0,1,0.0
4730,268113,1025.3,6,6,26,0.0
4731,268115,91.8,4,0,4,0.0
4732,268116,0.2,0,0,1,0.0
4733,268117,45.0,2,0,2,0.0
4734,268118,1.2,0,0,1,0.0
4735,268120,43.4,1,0,2,0.0
4736,268121,1.7,0,0,1,0.0
4737,268128,3.7,0,0,1,0.0
4738,268129,947.1,3,11,17,0.0
4739,268134,1.7,0,0,1,0.0
4740,268135,1.2,0,0,1,0.0
4741,268136,13.2,1,0,1,0.0
4742,268141,0.5,0,0,1,0.0
4743,268143,18.9,1,0,2,0.0
4744,268147,268.8,7,2,10,0.0
4745,268148,3.9,0,0,1,0.0
4746,268152,1742.7,3,1,43,0.0
4747,268153,43.0,0,0,1,0.0
4748,268154,341.4,0,3,9,0.0
4749,268155,21.6,2,0,5,0.0
4750,268156,1.2,0,0,1,0.0
4751,268158,0.3,0,0,1,0.0
4752,268159,2.1,0,0,1,0.0
4753,268162,0.2,0,0,1,0.0
4754,268163,83.0,2,0,2,0.0
4755,268165,0.8,0,0,1,0.0
4756,268170,48.400000000000006,0,0,2,0.0
4757,268171,0.7,0,0,1,0.0
4758,268177,111.60000000000001,0,0,4,0.0
4759,268178,1.8,0,0,2,0.0
4760,268182,30.4,3,0,3,0.0
4761,268183,0.5,0,0,1,0.0
4762,268184,6.6,0,0,1,0.0
4763,268188,56.6,1,0,1,0.0
4764,268189,1.1,0,0,1,0.0
4765,268191,1.2,0,0,1,0.0
4766,268196,6.6,1,0,1,0.0
4767,268197,6.6,0,0,1,0.0
4768,268202,7.0,0,0,1,0.0
4769,268204,35.6,0,0,1,1.0
4770,268207,4.5,1,0,1,0.0
4771,268208,66.4,2,1,2,0.0
4772,268211,19.9,1,0,1,0.0
4773,268212,9.3,0,0,2,0.0
4774,268214,18.6,1,0,1,0.0
4775,268220,0.0,0,1,0,0.0
4776,268223,94.50000000000001,1,0,4,0.0
4777,268224,39.0,0,0,2,0.0
4778,268225,0.1,0,0,1,0.0
4779,268226,297.8,3,4,8,0.0
4780,268227,5.4,0,0,1,0.0
4781,268228,95.5,0,0,3,0.0
4782,268229,0.3,0,0,1,0.0
4783,268234,0.5,0,0,1,0.0
4784,268240,108.3,5,0,6,0.0
4785,268241,18.7,1,0,1,0.0
4786,268242,2180.5,12,7,87,0.0
4787,268244,1.0,0,0,1,0.0
4788,268245,0.3,0,0,1,0.0
4789,268246,73.9,2,0,5,0.0
4790,268247,20.799999999999997,1,0,3,0.0
4791,268248,6.0,0,0,1,0.0
4792,268249,5.9,0,0,1,0.0
4793,268251,10.5,1,0,1,0.0
4794,268254,37.7,2,0,2,0.0
4795,268255,1.0,0,0,1,0.0
4796,268257,348.59999999999997,5,7,16,0.0
4797,268258,10.7,1,0,1,0.0
4798,268259,0.0,0,1,0,0.0
4799,268262,69.89999999999999,0,0,5,0.0
4800,268263,1311.3,11,4,25,0.0
4801,268270,0.1,0,0,1,0.0
4802,268271,0.7,0,0,1,0.0
4803,268286,0.6,0,0,1,0.0
4804,268287,2923.2,64,15,107,1.0
4805,268290,10.2,0,0,1,0.0
4806,268293,1338.1,29,9,111,1.0
4807,268294,0.4,0,0,1,0.0
4808,268298,2.7,0,0,1,0.0
4809,268300,32.6,2,0,2,0.0
4810,268302,0.7,0,0,1,0.0
4811,268303,66.4,0,1,1,0.0
4812,268305,0.0,0,1,0,0.0
4813,268307,3.9,0,0,1,0.0
4814,268308,28.5,1,0,2,0.0
4815,268310,0.2,0,0,1,0.0
4816,268311,15.1,0,0,2,0.0
4817,268313,9.6,0,0,1,0.0
4818,268315,9.799999999999999,1,0,2,0.0
4819,268316,26.7,1,0,1,0.0
4820,268317,16.7,0,0,1,0.0
4821,268318,42.5,1,0,2,0.0
4822,268320,33.3,0,0,1,0.0
4823,268321,187.20000000000002,8,1,10,1.0
4824,268323,1.7,0,0,1,0.0
4825,268324,7.2,0,0,2,0.0
4826,268326,10.3,1,0,1,0.0
4827,268328,42.8,1,1,1,0.0
4828,268331,2724.7,14,19,53,1.0
4829,268332,0.8,0,0,1,0.0
4830,268335,0.1,0,0,1,0.0
4831,268337,348.59999999999997,2,0,5,0.0
4832,268338,21.799999999999997,1,0,3,0.0
4833,268339,58.2,2,0,2,0.0
4834,268341,49.0,1,0,3,0.0
4835,268342,16.6,1,0,1,0.0
4836,268344,783.8,1,8,10,0.0
4837,268348,194.7,4,0,15,0.0
4838,268349,0.3,0,0,1,0.0
4839,268350,9.200000000000001,1,0,3,0.0
4840,268352,919.0,4,12,21,0.0
4841,268354,0.0,0,1,0,0.0
4842,268355,39.4,1,0,1,0.0
4843,268357,3031.3,29,17,66,0.0
4844,268359,26.599999999999998,0,0,3,0.0
4845,268360,5.5,0,0,1,0.0
4846,268361,9.0,0,0,1,0.0
4847,268362,0.4,0,0,1,0.0
4848,268365,21.0,1,0,3,0.0
4849,268366,43.4,0,0,2,0.0
4850,268368,13.600000000000001,0,0,2,0.0
4851,268372,6.4,0,0,1,0.0
4852,268373,477.20000000000005,4,5,9,0.0
4853,268374,94.8,0,1,30,0.0
4854,268375,43.5,1,1,1,0.0
4855,268376,5.8,0,0,1,0.0
4856,268377,14.3,0,1,1,0.0
4857,268378,1.0,0,0,1,0.0
4858,268379,0.8,0,0,1,0.0
4859,268380,14.5,0,0,1,0.0
4860,268381,0.1,0,0,1,0.0
4861,268384,0.1,0,0,1,0.0
4862,268389,375.5,1,1,30,0.0
4863,268390,2076.5,9,18,23,0.0
4864,268391,0.2,0,0,1,0.0
4865,268393,3.5,2,0,4,0.0
4866,268395,8.2,0,0,1,0.0
4867,268396,6.0,0,0,2,0.0
4868,268398,41.6,2,0,4,0.0
4869,268399,0.6,0,0,1,0.0
4870,268401,5.7,0,0,1,0.0
4871,268402,10.3,0,0,1,0.0
4872,268403,4.1,0,0,1,0.0
4873,268405,0.1,0,0,1,0.0
4874,268406,1.2,0,0,1,0.0
4875,268408,247.8,3,4,7,0.0
4876,268409,856.1,8,2,15,0.0
4877,268410,1565.0,23,4,56,0.0
4878,268411,1.2,0,0,1,0.0
4879,268412,306.6,2,3,6,0.0
4880,268414,3.9,0,0,1,0.0
4881,268419,34.4,1,0,1,0.0
4882,268420,404.3,11,0,15,1.0
4883,268426,57.1,2,0,2,0.0
4884,268427,10.4,1,0,1,0.0
4885,268428,4.5,0,0,1,0.0
4886,268429,0.3,0,0,1,0.0
4887,268430,10.0,2,0,2,0.0
4888,268431,0.5,0,0,1,0.0
4889,268432,1.7,0,0,1,0.0
4890,268434,33.4,1,0,1,0.0
4891,268435,79.8,2,1,3,0.0
4892,268436,25.9,0,0,1,0.0
4893,268437,0.3,0,0,1,0.0
4894,268440,23.0,0,1,2,0.0
4895,268443,118.3,2,0,3,0.0
4896,268444,136.6,1,1,6,0.0
4897,268446,1.1,0,0,1,0.0
4898,268448,9.7,0,0,1,0.0
4899,268450,5.2,1,0,1,0.0
4900,268454,0.1,0,0,1,0.0
4901,268456,31.4,1,0,1,0.0
4902,268457,0.6,0,0,1,0.0
4903,268460,45.1,2,0,2,0.0
4904,268462,7.7,1,0,1,0.0
4905,268465,335.4,8,6,17,0.0
4906,268471,21.700000000000003,0,0,2,0.0
4907,268472,7.6,0,0,1,0.0
4908,268473,1491.4,17,12,39,0.0
4909,268474,4.6,0,0,2,0.0
4910,268478,0.2,0,0,1,0.0
4911,268479,2.6,1,1,1,0.0
4912,268480,19.1,0,0,1,0.0
4913,268482,0.9,0,0,1,0.0
4914,268483,41.7,1,0,2,0.0
4915,268485,1406.2,4,3,4,0.0
4916,268488,44.4,2,1,2,0.0
4917,268489,1.8,0,0,1,0.0
4918,268492,0.1,0,0,1,0.0
4919,268493,26.5,1,0,1,0.0
4920,268495,6.0,1,0,1,0.0
4921,268497,37.6,1,0,1,0.0
4922,268499,5.1,0,0,1,0.0
4923,268501,15.600000000000001,1,0,2,0.0
4924,268502,4.0,0,0,1,0.0
4925,268505,0.1,0,0,1,0.0
4926,268506,1.5,0,0,1,0.0
4927,268508,48.5,2,0,2,0.0
4928,268509,1.5,0,0,1,0.0
4929,268510,356.2,8,7,20,1.0
4930,268511,136.0,3,2,3,0.0
4931,268512,0.1,0,0,1,0.0
4932,268514,1.7,0,0,1,0.0
4933,268516,1531.5,14,9,32,4.0
4934,268517,3.0,0,0,1,0.0
4935,268521,0.5,0,0,1,0.0
4936,268524,4.8,0,0,1,0.0
4937,268527,138.5,5,1,6,0.0
4938,268528,59.5,0,0,4,0.0
4939,268529,490.2,4,4,9,0.0
4940,268531,0.3,0,0,1,0.0
4941,268536,60.5,1,0,2,0.0
4942,268538,0.3,0,0,1,0.0
4943,268540,2.2,0,0,1,0.0
4944,268541,0.3,0,0,1,0.0
4945,268542,1.1,0,0,1,0.0
4946,268543,0.2,0,0,1,0.0
4947,268545,153.20000000000002,0,0,5,0.0
4948,268546,2.0,0,0,1,0.0
4949,268550,8.5,1,0,1,0.0
4950,268551,30.900000000000002,0,0,2,0.0
4951,268553,190.79999999999998,10,4,11,0.0
4952,268554,3.5,0,0,1,0.0
4953,268555,44.5,2,0,2,0.0
4954,268556,1075.9,15,11,25,0.0
4955,268557,7.3,0,0,1,0.0
4956,268558,406.9,4,1,15,0.0
4957,268559,0.8,0,0,1,0.0
4958,268562,28.8,0,0,1,0.0
4959,268563,27.599999999999998,3,0,3,0.0
4960,268564,2.6,0,0,1,0.0
4961,268565,2.2,0,0,1,0.0
4962,268566,5.2,0,0,1,0.0
4963,268567,0.5,0,0,1,0.0
4964,268569,1.2,0,0,1,0.0
4965,268572,25.9,2,0,4,0.0
4966,268574,0.2,0,0,1,0.0
4967,268576,0.7,0,0,1,0.0
4968,268577,3.7,0,0,1,0.0
4969,268578,1.0,0,0,1,0.0
4970,268579,0.2,0,0,1,0.0
4971,268580,7.4,0,0,1,0.0
4972,268582,1.1,0,0,1,0.0
4973,268584,684.7,9,3,34,0.0
4974,268587,4.5,0,0,1,0.0
4975,268588,0.3,0,0,1,0.0
4976,268591,26.200000000000003,1,0,2,0.0
4977,268592,3.1,0,0,1,0.0
4978,268593,0.1,0,0,1,0.0
4979,268598,11.8,1,0,1,0.0
4980,268599,7.3,0,0,1,0.0
4981,268600,332.8,7,3,13,0.0
4982,268603,5.5,0,0,1,0.0
4983,268604,1.2,0,0,1,0.0
4984,268605,6.6,0,0,1,0.0
4985,268607,4.0,0,0,1,0.0
4986,268608,18.1,0,0,1,0.0
4987,268611,30.7,2,0,2,0.0
4988,268613,7.8,1,0,6,1.0
4989,268616,0.2,0,0,1,0.0
4990,268618,1086.6,6,10,18,0.0
4991,268619,22.8,1,0,1,0.0
4992,268620,54.4,1,0,6,0.0
4993,268621,69.6,3,0,5,0.0
4994,268622,3.1,0,0,2,0.0
4995,268623,0.8,0,0,1,0.0
4996,268625,9.6,0,0,1,0.0
4997,268626,0.3,0,0,1,0.0
4998,268630,1.5,0,0,1,0.0
4999,268632,7.7,0,0,1,0.0
5000,268637,0.1,0,0,1,0.0
5001,268638,0.1,0,0,1,0.0
5002,268639,2.1,0,0,1,0.0
5003,268641,713.8,0,0,14,0.0
5004,268643,314.3,0,2,13,0.0
5005,268644,28.200000000000003,0,0,2,0.0
5006,268645,53.8,3,1,3,0.0
5007,268647,3.3,0,0,7,0.0
5008,268648,1.6,0,0,1,0.0
5009,268649,0.4,0,0,1,0.0
5010,268652,11.3,1,0,6,0.0
5011,268654,1.5,0,0,1,0.0
5012,268655,7.1,1,0,2,0.0
5013,268656,14.3,1,0,1,0.0
5014,268658,5.1,0,0,1,0.0
5015,268659,2.4000000000000004,0,0,3,0.0
5016,268660,46.3,1,1,1,0.0
5017,268663,7.1,0,0,1,0.0
5018,268665,16.4,1,0,1,0.0
5019,268667,0.7,0,0,1,0.0
5020,268669,3.7,0,0,2,0.0
5021,268670,17.4,1,1,1,0.0
5022,268672,4.1,0,0,1,0.0
5023,268678,66.7,2,0,5,0.0
5024,268679,30.5,1,0,3,0.0
5025,268681,994.2,4,4,8,0.0
5026,268682,28.2,1,0,5,0.0
5027,268684,6.5,0,0,1,0.0
5028,268685,45.1,4,1,5,0.0
5029,268687,5.3,0,0,1,0.0
5030,268688,0.7,0,0,1,0.0
5031,268689,6.4,0,0,2,0.0
5032,268690,0.3,0,0,1,0.0
5033,268693,0.4,0,0,1,0.0
5034,268694,0.7,0,0,2,0.0
5035,268695,0.6,0,0,1,0.0
5036,268696,0.6,0,0,1,0.0
5037,268697,126.8,3,1,3,0.0
5038,268701,115.0,2,2,4,0.0
5039,268704,0.6,0,0,1,0.0
5040,268705,1.0,0,0,1,0.0
5041,268706,108.1,3,1,5,0.0
5042,268709,11.1,2,0,3,0.0
5043,268712,0.1,0,0,1,0.0
5044,268713,16.2,1,0,1,0.0
5045,268714,606.6999999999999,8,10,16,0.0
5046,268715,44.2,1,1,2,0.0
5047,268716,16.4,0,0,3,0.0
5048,268718,347.3,6,4,16,5.0
5049,268719,22.8,1,0,3,0.0
5050,268720,1.1,0,0,1,0.0
5051,268721,54.8,1,1,2,0.0
5052,268722,0.1,0,0,1,0.0
5053,268727,246.10000000000002,1,1,2,0.0
5054,268728,10.5,1,0,2,0.0
5055,268732,25.9,0,0,3,0.0
5056,268734,0.8,0,0,1,0.0
5057,268735,1.1,1,0,1,0.0
5058,268736,40.4,3,0,3,0.0
5059,268737,2.1,0,0,1,0.0
5060,268740,6.6,1,0,1,0.0
5061,268742,62.6,4,0,7,0.0
5062,268743,0.1,0,0,1,0.0
5063,268744,36.6,0,0,1,0.0
5064,268745,0.2,0,0,1,0.0
5065,268746,30.299999999999997,2,0,2,0.0
5066,268747,45.5,1,1,1,0.0
5067,268749,0.8,0,0,1,0.0
5068,268751,17.6,1,0,1,0.0
5069,268752,0.1,0,0,1,0.0
5070,268753,7.7,0,0,1,0.0
5071,268757,0.4,0,0,1,0.0
5072,268758,17.9,1,0,3,0.0
5073,268759,104.7,0,1,3,0.0
5074,268761,6.1,1,0,2,0.0
5075,268764,2690.9,28,31,74,0.0
5076,268765,146.3,3,1,3,0.0
5077,268768,495.1,4,1,10,0.0
5078,268770,0.3,0,0,1,0.0
5079,268773,84.4,1,0,1,0.0
5080,268775,5.8,0,0,1,0.0
5081,268776,1.2,0,0,1,0.0
5082,268779,126.7,2,1,4,0.0
5083,268783,7.0,1,0,1,0.0
5084,268785,3.7,0,0,2,0.0
5085,268786,2.2,0,0,1,0.0
5086,268787,9.1,1,0,2,0.0
5087,268789,0.2,0,0,1,0.0
5088,268790,1.0,0,0,1,0.0
5089,268791,2.6,0,0,1,0.0
5090,268792,155.4,6,3,7,0.0
5091,268794,1.4,0,0,1,0.0
5092,268796,2221.5,14,18,27,0.0
5093,268797,6.0,1,0,2,0.0
5094,268798,1.4,0,0,1,0.0
5095,268800,931.3,12,9,23,0.0
5096,268802,2.9,0,0,1,0.0
5097,268803,62.5,1,0,6,0.0
5098,268805,1887.2,16,5,28,0.0
5099,268806,3.5,1,0,1,0.0
5100,268811,642.5,3,1,30,0.0
5101,268812,17.6,0,0,1,0.0
5102,268814,11.3,4,0,4,0.0
5103,268816,72.9,2,1,4,0.0
5104,268817,327.6,3,5,12,0.0
5105,268818,15.3,1,0,3,0.0
5106,268820,32.4,2,0,4,0.0
5107,268821,1.8,0,0,1,0.0
5108,268822,11.2,1,0,1,0.0
5109,268823,3.0,0,0,1,0.0
5110,268824,0.5,1,0,1,0.0
5111,268825,3061.1,19,17,54,0.0
5112,268827,902.9,22,11,41,0.0
5113,268828,0.1,0,0,1,0.0
5114,268829,0.8,0,0,1,0.0
5115,268830,169.3,0,2,8,0.0
5116,268831,5.7,0,0,1,0.0
